"","year_2"
"7708","2012"
"7709","2016"
"7710","2007"
"7711","2017"
"7712","2017"
"7713","0"
"7714","1908"
"7715","2017"
"7716","1997"
"7717","2004"
"7718","2007"
"7719","2007"
"7720","2014"
"7721","2011"
"7722","2009"
"7723","2018"
"7724","2014"
"7725","2013"
"7726","2018"
"7727","2018"
"7728","2011"
"7729","2016"
"7730","2015"
"7731","2017"
"7732","0"
"7733","2011"
"7734","2007"
"7735","0"
"7736","1976"
"7737","2015"
"7738","0"
"7739","0"
"7740","0"
"7741","1843"
"7742","0"
"7743","2017"
"7744","2018"
"7745","0"
"7746","2017"
"7747","2015"
"7748","0"
"7749","2017"
"7750","0"
"7751","0"
"7752","2013"
"7753","2018"
"7754","2013"
"7755","0"
"7756","2012"
"7757","0"
"7758","2004"
"7759","1925"
"7760","2016"
"7761","2008"
"7762","0"
"7763","2017"
"7764","2013"
"7765","2019"
"7766","2017"
"7767","2002"
"7768","2015"
"7769","2015"
"7770","2011"
"7771","0"
"7772","2018"
"7773","2019"
"7774","2010"
"7775","2007"
"7776","1924"
"7777","1993"
"7778","2012"
"7779","1969"
"7780","1972"
"7781","2004"
"7782","0"
"7783","2011"
"7784","2013"
"7785","2012"
"7786","2013"
"7787","1906"
"7788","0"
"7789","1845"
"7790","2000"
"7791","2013"
"7792","2013"
"7793","0"
"7794","2015"
"7795","1997"
"7796","0"
"7797","2012"
"7798","0"
"7799","2018"
"7800","2009"
"7801","0"
"7802","0"
"7803","2013"
"7804","2017"
"7805","1876"
"7806","2019"
"7807","2007"
"7808","2003"
"7809","1897"
"7810","2011"
"7811","1966"
"7812","2019"
"7813","2017"
"7814","0"
"7815","2013"
"7816","2014"
"7817","0"
"7818","2018"
"7819","2004"
"7820","1945"
"7821","2016"
"7822","1878"
"7823","1998"
"7824","2018"
"7825","0"
"7826","2005"
"7827","2000"
"7828","0"
"7829","1891"
"7830","2000"
"7831","0"
"7832","0"
"7833","2012"
"7834","2015"
"7835","2016"
"7836","2015"
"7837","2007"
"7838","2017"
"7839","2015"
"7840","1968"
"7841","0"
"7842","2018"
"7843","2005"
"7844","1996"
"7845","2019"
"7846","2011"
"7847","2019"
"7848","2018"
"7849","1899"
"7850","2015"
"7851","2012"
"7852","2017"
"7853","2004"
"7854","2004"
"7855","1981"
"7856","2013"
"7857","2010"
"7858","0"
"7859","2015"
"7860","2014"
"7861","2003"
"7862","2018"
"7863","0"
"7864","1990"
"7865","2019"
"7866","2013"
"7867","0"
"7868","2012"
"7869","2012"
"7870","2015"
"7871","2011"
"7872","2014"
"7873","0"
"7874","2003"
"7875","0"
"7876","2016"
"7877","0"
"7878","2015"
"7879","0"
"7880","2015"
"7881","0"
"7882","0"
"7883","2010"
"7884","2017"
"7885","2009"
"7886","2014"
"7887","1881"
"7888","2018"
"7889","2004"
"7890","1873"
"7891","0"
"7892","2006"
"7893","1887"
"7894","0"
"7895","2012"
"7896","2012"
"7897","2007"
"7898","2015"
"7899","0"
"7900","2017"
"7901","2016"
"7902","1960"
"7903","2016"
"7904","0"
"7905","2012"
"7906","2009"
"7907","0"
"7908","2018"
"7909","1963"
"7910","1971"
"7911","0"
"7912","2011"
"7913","0"
"7914","2019"
"7915","0"
"7916","2014"
"7917","1922"
"7918","2014"
"7919","0"
"7920","2014"
"7921","2010"
"7922","2019"
"7923","2014"
"7924","2008"
"7925","2014"
"7926","2019"
"7927","2017"
"7928","2019"
"7929","1913"
"7930","2001"
"7931","2012"
"7932","2014"
"7933","2012"
"7934","2007"
"7935","0"
"7936","2013"
"7937","0"
"7938","2009"
"7939","2017"
"7940","2014"
"7941","2018"
"7942","0"
"7943","1995"
"7944","2005"
"7945","2017"
"7946","2010"
"7947","0"
"7948","2013"
"7949","2015"
"7950","0"
"7951","2011"
"7952","2017"
"7953","2012"
"7954","1991"
"7955","2018"
"7956","2006"
"7957","2013"
"7958","2011"
"7959","2013"
"7960","2019"
"7961","2010"
"7962","0"
"7963","0"
"7964","1977"
"7965","2012"
"7966","1996"
"7967","2011"
"7968","2012"
"7969","2015"
"7970","2016"
"7971","1973"
"7972","1888"
"7973","2010"
"7974","2010"
"7975","2013"
"7976","2018"
"7977","2014"
"7978","2003"
"7979","0"
"7980","2009"
"7981","0"
"7982","2009"
"7983","2005"
"7984","2003"
"7985","2017"
"7986","0"
"7987","2010"
"7988","2018"
"7989","0"
"7990","0"
"7991","2014"
"7992","2019"
"7993","2005"
"7994","2002"
"7995","0"
"7996","1915"
"7997","0"
"7998","2018"
"7999","2014"
"8000","2003"
"8001","2019"
"8002","2009"
"8003","1996"
"8004","2011"
"8005","2009"
"8006","1998"
"8007","2004"
"8008","2015"
"8009","2011"
"8010","2016"
"8011","2016"
"8012","2019"
"8013","2012"
"8014","2019"
"8015","2011"
"8016","2007"
"8017","2019"
"8018","1919"
"8019","2013"
"8020","2010"
"8021","0"
"8022","2019"
"8023","2017"
"8024","2012"
"8025","0"
"8026","2019"
"8027","2002"
"8028","2009"
"8029","2004"
"8030","2019"
"8031","2016"
"8032","2014"
"8033","0"
"8034","2006"
"8035","2018"
"8036","0"
"8037","2012"
"8038","0"
"8039","2013"
"8040","2012"
"8041","2010"
"8042","0"
"8043","2014"
"8044","2013"
"8045","2016"
"8046","2017"
"8047","0"
"8048","1972"
"8049","2015"
"8050","2018"
"8051","2013"
"8052","0"
"8053","2004"
"8054","2010"
"8055","2016"
"8056","2015"
"8057","0"
"8058","0"
"8059","2003"
"8060","0"
"8061","0"
"8062","0"
"8063","2016"
"8064","2010"
"8065","1532"
"8066","2016"
"8067","1938"
"8068","2014"
"8069","2017"
"8070","1998"
"8071","2019"
"8072","1994"
"8073","2016"
"8074","2009"
"8075","2017"
"8076","2016"
"8077","1940"
"8078","2015"
"8079","2019"
"8080","2018"
"8081","2003"
"8082","2011"
"8083","2014"
"8084","2003"
"8085","1821"
"8086","2010"
"8087","0"
"8088","1998"
"8089","2014"
"8090","2018"
"8091","1697"
"8092","2015"
"8093","0"
"8094","2003"
"8095","2013"
"8096","2015"
"8097","2019"
"8098","2018"
"8099","0"
"8100","2019"
"8101","1985"
"8102","1906"
"8103","2012"
"8104","2015"
"8105","1981"
"8106","2017"
"8107","2014"
"8108","2011"
"8109","2017"
"8110","2013"
"8111","2018"
"8112","2017"
"8113","2017"
"8114","2019"
"8115","2017"
"8116","2011"
"8117","2013"
"8118","0"
"8119","2013"
"8120","2014"
"8121","2006"
"8122","2014"
"8123","2007"
"8124","2017"
"8125","2011"
"8126","1908"
"8127","1885"
"8128","2014"
"8129","0"
"8130","2014"
"8131","2019"
"8132","0"
"8133","2014"
"8134","1883"
"8135","0"
"8136","0"
"8137","2017"
"8138","2015"
"8139","1996"
"8140","2017"
"8141","1999"
"8142","2017"
"8143","2019"
"8144","0"
"8145","2009"
"8146","2009"
"8147","2019"
"8148","2017"
"8149","2013"
"8150","1943"
"8151","2013"
"8152","0"
"8153","2011"
"8154","2009"
"8155","2008"
"8156","0"
"8157","2017"
"8158","2011"
"8159","0"
"8160","2019"
"8161","2019"
"8162","2017"
"8163","2016"
"8164","0"
"8165","0"
"8166","2013"
"8167","2011"
"8168","2012"
"8169","2015"
"8170","2019"
"8171","2013"
"8172","0"
"8173","2014"
"8174","2019"
"8175","2014"
"8176","2017"
"8177","2013"
"8178","2014"
"8179","2018"
"8180","2008"
"8181","0"
"8182","2010"
"8183","2016"
"8184","2010"
"8185","1875"
"8186","1996"
"8187","2003"
"8188","2012"
"8189","2017"
"8190","2013"
"8191","0"
"8192","0"
"8193","0"
"8194","2012"
"8195","2016"
"8196","2006"
"8197","0"
"8198","0"
"8199","0"
"8200","2009"
"8201","2011"
"8202","0"
"8203","2018"
"8204","2014"
"8205","2019"
"8206","2016"
"8207","2012"
"8208","2009"
"8209","2009"
"8210","2019"
"8211","0"
"8212","2007"
"8213","2007"
"8214","0"
"8215","2012"
"8216","2019"
"8217","2018"
"8218","2017"
"8219","335"
"8220","2017"
"8221","0"
"8222","2016"
"8223","2018"
"8224","0"
"8225","2014"
"8226","2018"
"8227","2018"
"8228","0"
"8229","2017"
"8230","0"
"8231","2015"
"8232","2019"
"8233","2015"
"8234","2005"
"8235","1975"
"8236","2015"
"8237","2015"
"8238","0"
"8239","2018"
"8240","2010"
"8241","2009"
"8242","1927"
"8243","2017"
"8244","2017"
"8245","2012"
"8246","2019"
"8247","2012"
"8248","0"
"8249","2019"
"8250","2011"
"8251","2013"
"8252","2007"
"8253","2013"
"8254","2012"
"8255","2017"
"8256","0"
"8257","0"
"8258","1996"
"8259","2015"
"8260","2008"
"8261","2010"
"8262","2003"
"8263","0"
"8264","2019"
"8265","2009"
"8266","2019"
"8267","2012"
"8268","2009"
"8269","1902"
"8270","2017"
"8271","2006"
"8272","2019"
"8273","0"
"8274","2014"
"8275","2013"
"8276","1953"
"8277","1961"
"8278","1847"
"8279","2012"
"8280","2015"
"8281","2012"
"8282","0"
"8283","0"
"8284","0"
"8285","1956"
"8286","2019"
"8287","1609"
"8288","2011"
"8289","2015"
"8290","0"
"8291","2016"
"8292","2019"
"8293","1957"
"8294","2017"
"8295","2012"
"8296","2015"
"8297","2017"
"8298","2008"
"8299","2018"
"8300","2015"
"8301","2017"
"8302","0"
"8303","2016"
"8304","0"
"8305","2019"
"8306","2009"
"8307","1996"
"8308","2015"
"8309","1906"
"8310","2012"
"8311","0"
"8312","1996"
"8313","2014"
"8314","0"
"8315","2007"
"8316","2016"
"8317","0"
"8318","0"
"8319","2018"
"8320","2012"
"8321","2011"
"8322","2016"
"8323","2015"
"8324","2010"
"8325","2019"
"8326","0"
"8327","2010"
"8328","0"
"8329","2012"
"8330","2017"
"8331","2014"
"8332","2018"
"8333","2010"
"8334","2009"
"8335","2017"
"8336","1993"
"8337","0"
"8338","2005"
"8339","1993"
"8340","2018"
"8341","2017"
"8342","0"
"8343","2004"
"8344","0"
"8345","2013"
"8346","2016"
"8347","2010"
"8348","0"
"8349","2012"
"8350","2006"
"8351","2010"
"8352","2002"
"8353","2018"
"8354","1913"
"8355","2016"
"8356","2016"
"8357","2018"
"8358","0"
"8359","1893"
"8360","1920"
"8361","2014"
"8362","2019"
"8363","2016"
"8364","2017"
"8365","0"
"8366","0"
"8367","0"
"8368","2013"
"8369","2014"
"8370","2017"
"8371","2009"
"8372","1885"
"8373","1915"
"8374","1841"
"8375","2007"
"8376","2001"
"8377","1980"
"8378","1915"
"8379","2013"
"8380","0"
"8381","2019"
"8382","2014"
"8383","2016"
"8384","0"
"8385","2013"
"8386","2013"
"8387","2016"
"8388","2004"
"8389","2014"
"8390","0"
"8391","2016"
"8392","0"
"8393","2016"
"8394","2019"
"8395","2010"
"8396","2002"
"8397","2011"
"8398","1994"
"8399","2017"
"8400","2013"
"8401","2009"
"8402","2013"
"8403","2004"
"8404","2019"
"8405","2011"
"8406","2016"
"8407","2013"
"8408","2019"
"8409","0"
"8410","2011"
"8411","0"
"8412","2015"
"8413","0"
"8414","2010"
"8415","2016"
"8416","0"
"8417","0"
"8418","2013"
"8419","0"
"8420","0"
"8421","0"
"8422","0"
"8423","2005"
"8424","2017"
"8425","2004"
"8426","1961"
"8427","1989"
"8428","0"
"8429","2020"
"8430","2013"
"8431","2015"
"8432","2014"
"8433","2019"
"8434","1991"
"8435","2017"
"8436","0"
"8437","2015"
"8438","0"
"8439","2009"
"8440","2010"
"8441","2011"
"8442","2008"
"8443","2018"
"8444","2002"
"8445","1890"
"8446","0"
"8447","2005"
"8448","0"
"8449","2016"
"8450","2018"
"8451","2014"
"8452","2005"
"8453","2005"
"8454","2017"
"8455","2015"
"8456","0"
"8457","1888"
"8458","2013"
"8459","2019"
"8460","1912"
"8461","2011"
"8462","2019"
"8463","2013"
"8464","0"
"8465","0"
"8466","2014"
"8467","1892"
"8468","2001"
"8469","2011"
"8470","2018"
"8471","1990"
"8472","0"
"8473","2004"
"8474","1992"
"8475","2015"
"8476","2001"
"8477","2015"
"8478","2008"
"8479","2012"
"8480","2018"
"8481","2014"
"8482","2014"
"8483","2013"
"8484","2017"
"8485","2017"
"8486","0"
"8487","2019"
"8488","2010"
"8489","2017"
"8490","2015"
"8491","2018"
"8492","2017"
"8493","2019"
"8494","2009"
"8495","2016"
"8496","0"
"8497","2006"
"8498","2019"
"8499","0"
"8500","2019"
"8501","0"
"8502","0"
"8503","0"
"8504","2017"
"8505","2017"
"8506","2018"
"8507","2011"
"8508","2016"
"8509","2019"
"8510","0"
"8511","2017"
"8512","2010"
"8513","2017"
"8514","2015"
"8515","1961"
"8516","2019"
"8517","2019"
"8518","1999"
"8519","1980"
"8520","2010"
"8521","1927"
"8522","2013"
"8523","1960"
"8524","2001"
"8525","2011"
"8526","2011"
"8527","2018"
"8528","2018"
"8529","0"
"8530","2011"
"8531","2019"
"8532","2014"
"8533","0"
"8534","0"
"8535","0"
"8536","2015"
"8537","2019"
"8538","2013"
"8539","1965"
"8540","2013"
"8541","0"
"8542","2018"
"8543","2007"
"8544","2012"
"8545","2019"
"8546","2019"
"8547","2019"
"8548","0"
"8549","2004"
"8550","2011"
"8551","0"
"8552","1957"
"8553","2015"
"8554","2009"
"8555","2006"
"8556","1970"
"8557","2009"
"8558","2017"
"8559","1911"
"8560","2010"
"8561","2019"
"8562","2018"
"8563","0"
"8564","0"
"8565","2019"
"8566","2017"
"8567","2015"
"8568","0"
"8569","2012"
"8570","2008"
"8571","0"
"8572","0"
"8573","0"
"8574","0"
"8575","2018"
"8576","1908"
"8577","2015"
"8578","0"
"8579","2016"
"8580","2019"
"8581","2009"
"8582","2008"
"8583","2017"
"8584","1908"
"8585","2014"
"8586","2016"
"8587","0"
"8588","2018"
"8589","2012"
"8590","2018"
"8591","2013"
"8592","0"
"8593","1961"
"8594","2017"
"8595","0"
"8596","2008"
"8597","2016"
"8598","2010"
"8599","1966"
"8600","2017"
"8601","0"
"8602","2019"
"8603","2018"
"8604","1984"
"8605","2017"
"8606","0"
"8607","2012"
"8608","2017"
"8609","0"
"8610","0"
"8611","2018"
"8612","2017"
"8613","2018"
"8614","2014"
"8615","2011"
"8616","0"
"8617","0"
"8618","2016"
"8619","2018"
"8620","2019"
"8621","2002"
"8622","0"
"8623","2013"
"8624","2016"
"8625","2014"
"8626","2013"
"8627","2016"
"8628","1885"
"8629","2018"
"8630","2017"
"8631","0"
"8632","0"
"8633","2010"
"8634","0"
"8635","2007"
"8636","2016"
"8637","2009"
"8638","0"
"8639","1921"
"8640","0"
"8641","2010"
"8642","2018"
"8643","2014"
"8644","0"
"8645","2012"
"8646","2007"
"8647","2015"
"8648","0"
"8649","2012"
"8650","2009"
"8651","0"
"8652","0"
"8653","2015"
"8654","2019"
"8655","1994"
"8656","2013"
"8657","2016"
"8658","2015"
"8659","2019"
"8660","2010"
"8661","2017"
"8662","2011"
"8663","0"
"8664","1936"
"8665","2016"
"8666","2017"
"8667","2018"
"8668","2017"
"8669","2014"
"8670","2003"
"8671","2019"
"8672","2006"
"8673","75"
"8674","2016"
"8675","2006"
"8676","2018"
"8677","0"
"8678","0"
"8679","0"
"8680","0"
"8681","0"
"8682","2016"
"8683","0"
"8684","2002"
"8685","2013"
"8686","2016"
"8687","1986"
"8688","2013"
"8689","1996"
"8690","2006"
"8691","0"
"8692","0"
"8693","2012"
"8694","1802"
"8695","2014"
"8696","2018"
"8697","2018"
"8698","0"
"8699","2012"
"8700","2017"
"8701","0"
"8702","2014"
"8703","2008"
"8704","2016"
"8705","0"
"8706","2019"
"8707","2019"
"8708","2015"
"8709","2016"
"8710","0"
"8711","2011"
"8712","2018"
"8713","1951"
"8714","2003"
"8715","0"
"8716","2014"
"8717","0"
"8718","2014"
"8719","0"
"8720","2008"
"8721","2018"
"8722","2019"
"8723","2017"
"8724","0"
"8725","2014"
"8726","2016"
"8727","2016"
"8728","0"
"8729","1990"
"8730","2014"
"8731","2008"
"8732","0"
"8733","2016"
"8734","1939"
"8735","0"
"8736","2014"
"8737","0"
"8738","0"
"8739","2008"
"8740","0"
"8741","2015"
"8742","2011"
"8743","2005"
"8744","2017"
"8745","0"
"8746","1995"
"8747","2015"
"8748","0"
"8749","2015"
"8750","2014"
"8751","2002"
"8752","2019"
"8753","2004"
"8754","0"
"8755","2005"
"8756","2009"
"8757","1991"
"8758","2017"
"8759","1840"
"8760","2012"
"8761","2017"
"8762","2012"
"8763","2016"
"8764","1792"
"8765","1904"
"8766","2019"
"8767","2010"
"8768","2013"
"8769","2007"
"8770","2014"
"8771","2013"
"8772","2010"
"8773","1961"
"8774","2012"
"8775","2015"
"8776","0"
"8777","2018"
"8778","0"
"8779","2018"
"8780","2008"
"8781","2019"
"8782","2018"
"8783","2018"
"8784","1866"
"8785","2014"
"8786","2016"
"8787","2011"
"8788","2019"
"8789","2016"
"8790","0"
"8791","2011"
"8792","2012"
"8793","1989"
"8794","1997"
"8795","2018"
"8796","2019"
"8797","2019"
"8798","2019"
"8799","0"
"8800","2010"
"8801","2018"
"8802","2005"
"8803","0"
"8804","2019"
"8805","2017"
"8806","2001"
"8807","2005"
"8808","2014"
"8809","1960"
"8810","2013"
"8811","0"
"8812","2013"
"8813","2019"
"8814","2002"
"8815","1924"
"8816","2019"
"8817","0"
"8818","0"
"8819","2016"
"8820","2018"
"8821","2013"
"8822","2015"
"8823","2012"
"8824","2014"
"8825","2018"
"8826","0"
"8827","2019"
"8828","2007"
"8829","2013"
"8830","2009"
"8831","2006"
"8832","2017"
"8833","1978"
"8834","0"
"8835","2007"
"8836","1513"
"8837","2018"
"8838","2001"
"8839","2013"
"8840","2018"
"8841","2015"
"8842","2010"
"8843","2013"
"8844","2012"
"8845","0"
"8846","0"
"8847","2017"
"8848","1834"
"8849","2019"
"8850","2017"
"8851","0"
"8852","0"
"8853","2016"
"8854","2009"
"8855","2018"
"8856","2007"
"8857","2004"
"8858","2002"
"8859","2010"
"8860","2016"
"8861","0"
"8862","2013"
"8863","2016"
"8864","0"
"8865","2016"
"8866","2018"
"8867","0"
"8868","2017"
"8869","2014"
"8870","2009"
"8871","0"
"8872","2009"
"8873","0"
"8874","2019"
"8875","2014"
"8876","0"
"8877","0"
"8878","2017"
"8879","0"
"8880","2017"
"8881","0"
"8882","2001"
"8883","2012"
"8884","2005"
"8885","2012"
"8886","2015"
"8887","2017"
"8888","0"
"8889","2017"
"8890","2000"
"8891","0"
"8892","2016"
"8893","0"
"8894","0"
"8895","0"
"8896","0"
"8897","2008"
"8898","2009"
"8899","0"
"8900","2011"
"8901","0"
"8902","2015"
"8903","2015"
"8904","2014"
"8905","2017"
"8906","2018"
"8907","1997"
"8908","2009"
"8909","2013"
"8910","2017"
"8911","1953"
"8912","2018"
"8913","0"
"8914","2018"
"8915","0"
"8916","2014"
"8917","2008"
"8918","2017"
"8919","2018"
"8920","2019"
"8921","0"
"8922","2018"
"8923","2004"
"8924","0"
"8925","2018"
"8926","2007"
"8927","2010"
"8928","2014"
"8929","1891"
"8930","2014"
"8931","2019"
"8932","2014"
"8933","0"
"8934","1944"
"8935","0"
"8936","2011"
"8937","1891"
"8938","2016"
"8939","1996"
"8940","2005"
"8941","2008"
"8942","2014"
"8943","2018"
"8944","2011"
"8945","2019"
"8946","0"
"8947","0"
"8948","2013"
"8949","2013"
"8950","0"
"8951","1831"
"8952","2013"
"8953","2009"
"8954","0"
"8955","2011"
"8956","1875"
"8957","2019"
"8958","2013"
"8959","2012"
"8960","2019"
"8961","0"
"8962","2012"
"8963","1947"
"8964","2017"
"8965","0"
"8966","1845"
"8967","0"
"8968","2019"
"8969","2018"
"8970","0"
"8971","1902"
"8972","0"
"8973","2012"
"8974","2004"
"8975","0"
"8976","2006"
"8977","2019"
"8978","0"
"8979","2016"
"8980","2014"
"8981","2014"
"8982","2015"
"8983","2013"
"8984","1986"
"8985","2017"
"8986","0"
"8987","2003"
"8988","2006"
"8989","2011"
"8990","2010"
"8991","2011"
"8992","0"
"8993","2011"
"8994","0"
"8995","1994"
"8996","2018"
"8997","2012"
"8998","0"
"8999","2012"
"9000","2011"
"9001","0"
"9002","0"
"9003","0"
"9004","2019"
"9005","2016"
"9006","2017"
"9007","0"
"9008","2019"
"9009","0"
"9010","2018"
"9011","2019"
"9012","2006"
"9013","2015"
"9014","2013"
"9015","2018"
"9016","2014"
"9017","2016"
"9018","2018"
"9019","2016"
"9020","2016"
"9021","2018"
"9022","2010"
"9023","2009"
"9024","0"
"9025","2017"
"9026","0"
"9027","2018"
"9028","1885"
"9029","2017"
"9030","2017"
"9031","0"
"9032","0"
"9033","2009"
"9034","0"
"9035","2007"
"9036","2016"
"9037","0"
"9038","0"
"9039","0"
"9040","2015"
"9041","2019"
"9042","2011"
"9043","2014"
"9044","2005"
"9045","2015"
"9046","0"
"9047","0"
"9048","2008"
"9049","2011"
"9050","2017"
"9051","2016"
"9052","2015"
"9053","0"
"9054","2012"
"9055","2011"
"9056","2013"
"9057","2013"
"9058","2013"
"9059","1812"
"9060","2017"
"9061","1954"
"9062","0"
"9063","1870"
"9064","1999"
"9065","2016"
"9066","2017"
"9067","2015"
"9068","1999"
"9069","2008"
"9070","2013"
"9071","2013"
"9072","2016"
"9073","2015"
"9074","2018"
"9075","1843"
"9076","0"
"9077","2017"
"9078","1934"
"9079","0"
"9080","2008"
"9081","1998"
"9082","0"
"9083","2008"
"9084","1892"
"9085","2012"
"9086","0"
"9087","2015"
"9088","2010"
"9089","0"
"9090","2012"
"9091","1866"
"9092","2012"
"9093","0"
"9094","2017"
"9095","2006"
"9096","2017"
"9097","1929"
"9098","2018"
"9099","2012"
"9100","1987"
"9101","2013"
"9102","2013"
"9103","0"
"9104","2017"
"9105","0"
"9106","1901"
"9107","2018"
"9108","0"
"9109","1917"
"9110","2017"
"9111","1992"
"9112","1995"
"9113","2017"
"9114","2019"
"9115","2010"
"9116","2015"
"9117","2012"
"9118","2018"
"9119","0"
"9120","2019"
"9121","2003"
"9122","1834"
"9123","0"
"9124","2019"
"9125","1907"
"9126","1961"
"9127","0"
"9128","2010"
"9129","0"
"9130","2018"
"9131","2011"
"9132","2015"
"9133","2010"
"9134","2012"
"9135","2010"
"9136","0"
"9137","2008"
"9138","2009"
"9139","2018"
"9140","2019"
"9141","2009"
"9142","2017"
"9143","1974"
"9144","1967"
"9145","2003"
"9146","1954"
"9147","2016"
"9148","0"
"9149","2013"
"9150","2016"
"9151","2004"
"9152","0"
"9153","2007"
"9154","2015"
"9155","2018"
"9156","0"
"9157","2015"
"9158","1913"
"9159","2015"
"9160","2018"
"9161","2015"
"9162","2019"
"9163","1878"
"9164","2017"
"9165","2010"
"9166","0"
"9167","2019"
"9168","2008"
"9169","2019"
"9170","0"
"9171","0"
"9172","2007"
"9173","2006"
"9174","2009"
"9175","2017"
"9176","2015"
"9177","2008"
"9178","2016"
"9179","2016"
"9180","2017"
"9181","0"
"9182","0"
"9183","2012"
"9184","0"
"9185","2017"
"9186","2011"
"9187","2016"
"9188","1882"
"9189","1886"
"9190","2013"
"9191","1894"
"9192","2018"
"9193","2010"
"9194","0"
"9195","2015"
"9196","0"
"9197","2016"
"9198","2016"
"9199","0"
"9200","2016"
"9201","0"
"9202","2017"
"9203","2013"
"9204","0"
"9205","1889"
"9206","1999"
"9207","0"
"9208","2015"
"9209","2018"
"9210","2015"
"9211","2001"
"9212","2018"
"9213","0"
"9214","0"
"9215","2019"
"9216","0"
"9217","0"
"9218","2018"
"9219","1968"
"9220","1875"
"9221","1998"
"9222","2014"
"9223","2019"
"9224","2002"
"9225","2015"
"9226","2017"
"9227","2011"
"9228","0"
"9229","2012"
"9230","2011"
"9231","0"
"9232","2018"
"9233","1889"
"9234","0"
"9235","2018"
"9236","2019"
"9237","2011"
"9238","2016"
"9239","1864"
"9240","2018"
"9241","2019"
"9242","2017"
"9243","2013"
"9244","2006"
"9245","2019"
"9246","2014"
"9247","0"
"9248","0"
"9249","2012"
"9250","2016"
"9251","1991"
"9252","0"
"9253","2014"
"9254","2014"
"9255","2012"
"9256","0"
"9257","2011"
"9258","2016"
"9259","0"
"9260","2015"
"9261","2005"
"9262","1878"
"9263","2019"
"9264","2015"
"9265","2007"
"9266","2018"
"9267","2011"
"9268","0"
"9269","1924"
"9270","0"
"9271","1979"
"9272","2013"
"9273","2019"
"9274","2016"
"9275","2016"
"9276","2017"
"9277","0"
"9278","2017"
